Collective	Pathway	KO	Abbrev.	Gene_description
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K07255	tauX	 taurine dehydrogenase small subunit [EC:1.4.2.-]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K07256	tauY	 taurine dehydrogenase large subunit [EC:1.4.2.-]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K03852	xsc	 sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K00625	E2.3.1.8, pta	 phosphate acetyltransferase [EC:2.3.1.8]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K13788	pta	 phosphate acetyltransferase [EC:2.3.1.8]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K00925	ackA	 acetate kinase [EC:2.7.2.1]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K15373	isfD	 sulfoacetaldehyde reductase [EC:1.1.1.313]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K19699	safD	 sulfoacetaldehyde dehydrogenase [EC:1.2.1.73]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K25261	islA	 isethionate sulfite-lyase [EC:4.4.1.38]
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K25262	islB	 isethionate sulfite-lyase activating enzyme
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K01841	pepM	 phosphoenolpyruvate phosphomutase [EC:5.4.2.9]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K23999	fom1	 phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K19669	pphA	 phosphonopyruvate hydrolase [EC:3.11.1.3]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K21934	frbC	 2-phosphonomethylmalate synthase [EC:2.3.3.19]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K05306	phnX	 phosphonoacetaldehyde hydrolase [EC:3.11.1.1]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K19670	phnA	 phosphonoacetate hydrolase [EC:3.11.1.2]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K00206	phnY	 phosphonoacetaldehyde dehydrogenase [EC:1.2.1.-]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K03430	phnW	 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K09994	phnO	 (aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K21195	phnY	 2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K21196	phnZ	 2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming) [EC:1.13.11.78]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K05915	phnZ1	 (hydroxymethyl)phosphonate/2-amino-1-hydroxyethylphosphonate dioxygenase [EC:1.13.11.89 1.13.11.78]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12901	fomC	 phosphonoacetaldehyde reductase
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12904	phpC	 phosphonoacetaldehyde reductase [EC:1.1.1.309]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12905	phpD	 2-hydroxyethylphosphonate dioxygenase [EC:1.13.11.72]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12906	phpE	 D-3-phosphoglycerate dehydrogenase
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12907	phpJ	 aldehyde dehydrogenase
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12908	phpF	 phosphonoformate cytidylyltransferase [EC:2.7.7.93]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12909	phpI	 carboxyvinyl-carboxyphosphonate phosphorylmutase [EC:2.7.8.23]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12910	pmmS	 2-phosphinomethylmalate synthase [EC:2.3.3.18]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K20930	pmi	 phosphinomethylmalate isomerase [EC:4.2.1.166]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K03823	pat, bar	 phosphinothricin acetyltransferase [EC:2.3.1.183]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12911	phsA	 phosphinothricin tripeptide synthetase PhsA
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12912	phsB	 phosphinothricin tripeptide synthetase phsB [EC:6.2.1.67]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12913	phsC	 phosphinothricin tripeptide synthetase PhsC
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12914	phpK	 P-methyltransferase [EC:2.1.1.326]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K12915	dea	 phosphinothricin tripeptide acetyl hydrolase
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K18049	mpnS	 methylphosphonate synthase [EC:1.13.11.73]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K23996	phnY	 methylphosphonate hydroxylase [EC:1.14.11.71]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K06164	phnI	 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K06166	phnG	 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K06165	phnH	 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K05780	phnL	 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K06162	phnM	 alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K06163	phnJ	 alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K06167	phnP	 phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K20859	phnPP	 phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase [EC:3.1.4.57]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K01739	metB	 cystathionine gamma-synthase [EC:2.5.1.48]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K01760	metC	 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K14155	patB, malY	 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00548	metH, MTR	 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K24042	yitJ	 methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00549	metE	 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K11717	sufS	 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00384	trxB, TRR	 thioredoxin reductase (NADPH) [EC:1.8.1.9]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K17050	serA, clrA	 selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K17051	serB, clrB	 selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K17052	serC, clrC	 selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K07309	ynfE	 Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K07310	ynfF	 Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K12527	ygfK	 putative selenate reductase [EC:1.97.1.9]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K12528	xdhD	 putative selenate reductase molybdopterin-binding subunit
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K12529	ygfM	 putative selenate reductase FAD-binding subunit
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00955	cysNC	 bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00956	cysN	 sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00957	cysD	 sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00958	sat, met3	 sulfate adenylyltransferase [EC:2.7.7.4]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K01008	selD, SEPHS	 selenide, water dikinase [EC:2.7.9.3]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K01042	selA	 L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K01874	MARS, metG	 methionyl-tRNA synthetase [EC:6.1.1.10]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K05349	bglX	 beta-glucosidase [EC:3.2.1.21]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K05350	bglB	 beta-glucosidase [EC:3.2.1.21]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K10566	oxdB	 phenylacetaldoxime dehydratase [EC:4.99.1.7]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K00681	ggt	 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K01424	E3.5.1.1, ansA, ansB	 L-asparaginase [EC:3.5.1.1]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K13051	ASRGL1, iaaA	 L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K01914	asnA	 aspartate--ammonia ligase [EC:6.3.1.1]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K00600	glyA, SHMT	 glycine hydroxymethyltransferase [EC:2.1.2.1]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K10814	hcnA	 hydrogen cyanide synthase HcnA [EC:1.4.99.5]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K10815	hcnB	 hydrogen cyanide synthase HcnB [EC:1.4.99.5]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K10816	hcnC	 hydrogen cyanide synthase HcnC [EC:1.4.99.5]
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	K18282	cynD	 cyanide dihydratase [EC:3.5.5.-]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01425	glsA, GLS	 glutaminase [EC:3.5.1.2]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K23265	purQ	 phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K05597	aspQ, ansB, ansA	 glutamin-(asparagin-)ase [EC:3.5.1.38]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K00261	GLUD1_2, gdhA	 glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01776	murI	 glutamate racemase [EC:5.1.1.3]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01924	murC	 UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01925	murD	 UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K23169	murD2	 UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase [EC:6.3.2.53]
09106 Metabolism of other amino acids	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K23170	murL	 UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K00273	DAO, aao	 D-amino-acid oxidase [EC:1.4.3.3]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K00824	dat	 D-alanine transaminase [EC:2.6.1.21]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K17898	oraE	 D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K17899	oraS	 D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K21672	ord	 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K21898	orr	 ornithine racemase [EC:5.1.1.12]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K23385	dokD	 D-ornithine/D-lysine decarboxylase [EC:4.1.1.116]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K19746	dauA	 D-arginine dehydrogenase [EC:1.4.99.6]
09106 Metabolism of other amino acids	00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]	K19744	dauB	 L-arginine dehydrogenase [EC:1.4.1.25]
09106 Metabolism of other amino acids	00473 D-Alanine metabolism [PATH:ko00473]	K01775	alr	 alanine racemase [EC:5.1.1.1]
09106 Metabolism of other amino acids	00473 D-Alanine metabolism [PATH:ko00473]	K01798	alr-murF	 Alr-MurF fusion protein [EC:5.1.1.1 6.3.2.10]
09106 Metabolism of other amino acids	00473 D-Alanine metabolism [PATH:ko00473]	K01921	ddl	 D-alanine-D-alanine ligase [EC:6.3.2.4]
09106 Metabolism of other amino acids	00473 D-Alanine metabolism [PATH:ko00473]	K00824	dat	 D-alanine transaminase [EC:2.6.1.21]
09106 Metabolism of other amino acids	00473 D-Alanine metabolism [PATH:ko00473]	K03367	dltA	 D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
09106 Metabolism of other amino acids	00473 D-Alanine metabolism [PATH:ko00473]	K14188	dltC	 D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00681	ggt	 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K07232	CHAC, chaC	 glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01469	OPLAH, OXP1, oplAH	 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K07160	pxpA	 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K23123	pxpB	 5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K23124	pxpC	 5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K06048	gshA, ybdK	 glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01919	gshA	 glutamate--cysteine ligase [EC:6.3.2.2]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01920	gshB	 glutathione synthase [EC:6.3.2.3]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01255	CARP, pepA	 leucyl aminopeptidase [EC:3.4.11.1]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K07751	pepB	 PepB aminopeptidase [EC:3.4.11.23]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01256	pepN	 aminopeptidase N [EC:3.4.11.2]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01270	pepD	 dipeptidase D [EC:3.4.13.-]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00799	GST, gst	 glutathione S-transferase [EC:2.5.1.18]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00383	GSR, gor	 glutathione reductase (NADPH) [EC:1.8.1.7]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00031	IDH1, IDH2, icd	 isocitrate dehydrogenase [EC:1.1.1.42]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00033	PGD, gnd, gntZ	 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00036	G6PD, zwf	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00432	gpx, btuE, bsaA	 glutathione peroxidase [EC:1.11.1.9]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K24136	pgdX	 glutathione-dependent peroxiredoxin [EC:1.11.1.27]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K24138	prx3	 glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01581	E4.1.1.17, ODC1, speC, speF	 ornithine decarboxylase [EC:4.1.1.17]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00797	speE, SRM, SPE3	 spermidine synthase [EC:2.5.1.16]
09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K01460	gsp	 glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]
09107 Glycan biosynthesis and metabolism	00513 Various types of N-glycan biosynthesis [PATH:ko00513]	K14412	FUT13, FucTC	 alpha-1,4-fucosyltransferase [EC:2.4.1.65]
09107 Glycan biosynthesis and metabolism	00513 Various types of N-glycan biosynthesis [PATH:ko00513]	K14464	FUT-1, FucTC	 alpha-1,3-fucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	K03479	SIAT7A, ST6GalNAc I	 alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7A) [EC:2.4.99.3]
09107 Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	K06616	SIAT7B, ST6GalNAc II	 alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7B) [EC:2.4.99.3]
09107 Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	K03373	SIAT7C, ST6GalNAc III	 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7C) [EC:2.4.99.7]
09107 Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	K03374	SIAT7D, ST6GalNAc IV	 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]
09107 Glycan biosynthesis and metabolism	00515 Mannose type O-glycan biosynthesis [PATH:ko00515]	K00728	POMT, pmt	 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
09107 Glycan biosynthesis and metabolism	00514 Other types of O-glycan biosynthesis [PATH:ko00514]	K00728	POMT, pmt	 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
09107 Glycan biosynthesis and metabolism	00514 Other types of O-glycan biosynthesis [PATH:ko00514]	K23840	GlcAT-P	 beta-1,3-glucuronyltransferase P [EC:2.4.1.135 2.4.1.-]
09107 Glycan biosynthesis and metabolism	00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532]	K13500	fcbD	 chondroitin synthase [EC:2.4.1.175 2.4.1.226]
09107 Glycan biosynthesis and metabolism	00531 Glycosaminoglycan degradation [PATH:ko00531]	K01197	hya	 hyaluronoglucosaminidase [EC:3.2.1.35]
09107 Glycan biosynthesis and metabolism	00531 Glycosaminoglycan degradation [PATH:ko00531]	K01195	uidA, GUSB	 beta-glucuronidase [EC:3.2.1.31]
09107 Glycan biosynthesis and metabolism	00531 Glycosaminoglycan degradation [PATH:ko00531]	K01207	nagZ	 beta-N-acetylhexosaminidase [EC:3.2.1.52]
09107 Glycan biosynthesis and metabolism	00603 Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	K07406	melA	 alpha-galactosidase [EC:3.2.1.22]
09107 Glycan biosynthesis and metabolism	00603 Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	K07407	E3.2.1.22B, galA, rafA	 alpha-galactosidase [EC:3.2.1.22]
09107 Glycan biosynthesis and metabolism	00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	K03373	SIAT7C, ST6GalNAc III	 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7C) [EC:2.4.99.7]
09107 Glycan biosynthesis and metabolism	00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	K03374	SIAT7D, ST6GalNAc IV	 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]
09107 Glycan biosynthesis and metabolism	00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	K03375	SIAT7E, ST6GalNAc V	 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E) [EC:2.4.99.-]
09107 Glycan biosynthesis and metabolism	00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	K03376	SIAT7F, ST6GalNAc VI	 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7F) [EC:2.4.99.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K00677	lpxA	 UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02535	lpxC	 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K16363	lpxC-fabZ	 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02536	lpxD	 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03269	lpxH	 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K09949	lpxI	 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K00748	lpxB	 lipid-A-disaccharide synthase [EC:2.4.1.182]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K00912	lpxK	 tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K06041	kdsD, kpsF	 arabinose-5-phosphate isomerase [EC:5.3.1.13]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K01627	kdsA	 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
